Tipo,Denominação,"Código Postal",Descritivo
LOJA,"CTT LEIRIA",2401-904,LEIRIA
LOJA,"CTT LEIRIA",2401-905,LEIRIA
LOJA,"CTT LEIRIA",2401-905,LEIRIA
LOJA,"CTT LEIRIA",2401-951,LEIRIA
LOJA,"CTT LEIRIA PLAZA",2401-953,LEIRIA
LOJA,"CTT MACEIRA LIZ",2406-909,"MACEIRA LRA"
PC,"POUSOS (LEIRIA)",2411-501,LEIRIA
PC,"TELHEIRO (LEIRIA)",2411-701,LEIRIA
LOJA,"CTT MARRAZES",2416-757,LEIRIA
LOJA,"CTT MARRAZES",2416-758,LEIRIA
LOJA,"CTT MARRAZES",2416-759,LEIRIA
LOJA,"CTT MARRAZES",2416-761,LEIRIA
LOJA,"CTT MARRAZES",2416-762,LEIRIA
LOJA,"CTT MARRAZES",2416-763,LEIRIA
LOJA,"CTT MARRAZES",2416-765,LEIRIA
LOJA,"CTT MARRAZES",2416-766,LEIRIA
LOJA,"CTT MARRAZES",2416-768,LEIRIA
LOJA,"CTT MARRAZES",2416-901,LEIRIA
LOJA,"CTT MARRAZES",2416-902,LEIRIA
LOJA,"CTT MARRAZES",2416-903,LEIRIA
LOJA,"CTT MARRAZES",2416-904,LEIRIA
LOJA,"CTT MARRAZES",2416-905,LEIRIA
PC,ARRABAL,2421-901,ARRABAL
PC,"MONTE REDONDO",2426-908,"MONTE REDONDO LRA"
LOJA,"CTT MONTE REAL",2426-909,"MONTE REAL"
LOJA,"CTT MARINHA GRANDE",2431-901,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-902,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-903,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-904,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-905,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-906,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-907,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-908,"MARINHA GRANDE"
PC,"VIEIRA DE LEIRIA",2431-909,"VIEIRA DE LEIRIA"
LOJA,"CTT MARINHA GRANDE",2431-911,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-912,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-913,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-914,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-915,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-916,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-917,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-918,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-919,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-920,"MARINHA GRANDE"
LOJA,"CTT MARINHA GRANDE",2431-921,"MARINHA GRANDE"
PC,OLIVAL,2436-907,"OLIVAL VNO"
PC,FREIXIANDA,2436-908,FREIXIANDA
PC,CAXARIAS,2436-909,CAXARIAS
LOJA,"CTT BATALHA",2441-901,BATALHA
LOJA,"CTT BATALHA",2441-951,BATALHA
LOJA,"CTT BATALHA",2441-952,BATALHA
LOJA,"CTT PATAIAS",2446-909,PATAIAS
PC,"VALADO DOS FRADES",2451-851,"VALADO DOS FRADES"
PC,"VALADO DOS FRADES",2451-908,"VALADO DOS FRADES"
LOJA,"CTT NAZARÉ",2451-909,NAZARÉ
PC,ALJUBARROTA,2461-401,"ALJUBARROTA (PRAZERES)"
PC,TURQUEL,2461-551,TURQUEL
LOJA,"CTT ALCOBAÇA",2461-601,ALCOBAÇA
PC,"S MARTINHO DO PORTO",2461-701,"SÃO MARTINHO DO PORTO"
PC,ALFEIZERÃO,2461-801,ALFEIZERÃO
LOJA,"CTT ALCOBAÇA",2461-901,ALCOBAÇA
LOJA,"CTT ALCOBAÇA",2461-955,ALCOBAÇA
LOJA,"CTT ALCOBAÇA",2461-956,ALCOBAÇA
LOJA,"CTT ALCOBAÇA",2461-957,ALCOBAÇA
LOJA,"CTT BENEDITA",2476-901,BENEDITA
LOJA,"CTT PORTO DE MÓS",2481-901,"PORTO DE MÓS"
PC,JUNCAL,2481-908,JUNCAL
LOJA,"CTT PORTO DE MÓS",2481-911,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-912,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-913,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-914,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-915,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-916,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-917,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-918,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-919,"PORTO DE MÓS"
LOJA,"CTT PORTO DE MÓS",2481-920,"PORTO DE MÓS"
LOJA,"CTT MIRA DE AIRE",2486-901,"MIRA DE AIRE"
PC,"VILAR DE PRAZERES",2494-907,OURÉM
PC,"ATOUGUIA ",2494-908,ATOUGUIA
LOJA,"CTT OURÉM",2494-909,OURÉM
PC,"SANTA CATARINA DA SERRA",2496-907,"SANTA CATARINA DA SERRA"
LOJA,"CTT FÁTIMA",2496-908,FÁTIMA
PC,"SANTA CATARINA (CALDAS DA RAINHA)",2504-906,"SANTA CATARINA CLD"
PC,"FOZ DO ARELHO",2504-908,"FOZ DO ARELHO"
LOJA,"CTT CALDAS DA RAINHA",2504-909,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-910,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-911,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-912,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-913,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-914,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-915,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-916,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-917,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-918,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-919,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-920,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-921,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-922,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-923,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-924,"CALDAS DA RAINHA"
LOJA,"CTT CALDAS DA RAINHA",2504-925,"CALDAS DA RAINHA"
LOJA,"CTT ÓBIDOS",2511-901,ÓBIDOS
PC,"BAIRRO DOS ARCOS (ÓBIDOS)",2511-909,ÓBIDOS
LOJA,"CTT PENICHE",2524-909,PENICHE
PC,"ATOUGUIA DA BALEIA",2526-909,"ATOUGUIA DA BALEIA"
PC,"REGUENGO GRANDE",2534-907,"REGUENGO GRANDE"
LOJA,"CTT LOURINHÃ",2534-909,LOURINHÃ
LOJA,"CTT BOMBARRAL",2544-909,BOMBARRAL
LOJA,"CTT CADAVAL",2554-909,CADAVAL
LOJA,"CTT CADAVAL",2554-909,CADAVAL
LOJA,"CTT TORRES VEDRAS",2564-905,"TORRES VEDRAS"
PC,"SANTA CRUZ",2564-906,"A DOS CUNHADOS"
PC,"A DOS CUNHADOS",2564-908,"A DOS CUNHADOS"
LOJA,"CTT TORRES VEDRAS",2564-909,"TORRES VEDRAS"
LOJA,"CTT TORRES VEDRAS",2564-910,"TORRES VEDRAS"
LOJA,"CTT TORRES VEDRAS",2564-911,"TORRES VEDRAS"
LOJA,"CTT TORRES VEDRAS",2564-912,"TORRES VEDRAS"
LOJA,"CTT TORRES VEDRAS",2564-913,"TORRES VEDRAS"
PC,ABRIGADA,2584-905,ABRIGADA
PC,MERCEANA,2584-906,"ALDEIA GALEGA DA MERCEANA"
PC,OLHALVO,2584-907,OLHALVO
LOJA,"CTT CARREGADO",2584-908,CARREGADO
LOJA,"CTT ALENQUER",2584-909,ALENQUER
LOJA,"CTT ALENQUER",2584-951,ALENQUER
LOJA,"CTT ALENQUER",2584-953,ALENQUER
LOJA,"CTT CARREGADO",2584-954,CARREGADO
LOJA,"CTT CARREGADO",2584-955,CARREGADO
LOJA,"CTT CARREGADO",2584-956,CARREGADO
LOJA,"CTT CARREGADO",2584-957,CARREGADO
PC,ABRIGADA,2584-958,ABRIGADA
LOJA,"CTT SOBRAL DE MONTE AGRAÇO",2591-909,"SOBRAL DE MONTE AGRAÇO"
PC,"BOM RETIRO",2601-905,"VILA FRANCA DE XIRA"
LOJA,"CTT CASTANHEIRA DO RIBATEJO",2601-906,"CASTANHEIRA DO RIBATEJO"
PC,POVOS,2601-907,"VILA FRANCA DE XIRA"
LOJA,"CTT ALHANDRA",2601-908,ALHANDRA
LOJA,"CTT VILA FRANCA DE XIRA",2601-909,"VILA FRANCA DE XIRA"
LOJA,"CTT CASTANHEIRA DO RIBATEJO",2601-911,"CASTANHEIRA DO RIBATEJO"
LOJA,"CTT CASTANHEIRA DO RIBATEJO",2601-912,"CASTANHEIRA DO RIBATEJO"
LOJA,"CTT VILA FRANCA DE XIRA",2601-997,"VILA FRANCA DE XIRA"
LOJA,"CTT BELAS",2606-901,BELAS
LOJA,"CTT ALFRAGIDE",2611-865,AMADORA
LOJA,"CTT ALFRAGIDE",2611-901,AMADORA
LOJA,"CTT ALVERCA DO RIBATEJO",2616-907,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-908,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-909,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-952,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-953,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-956,"ALVERCA DO RIBATEJO"
LOJA,"CTT ALVERCA DO RIBATEJO",2616-957,"ALVERCA DO RIBATEJO"
LOJA,"CTT VIALONGA",2626-851,VIALONGA
LOJA,"CTT VIALONGA",2626-852,VIALONGA
LOJA,"CTT FORTE DA CASA",2626-906,"FORTE DA CASA"
LOJA,"CTT VIALONGA",2626-908,VIALONGA
LOJA,"CTT PÓVOA DE SANTA IRIA",2626-909,"PÓVOA DE SANTA IRIA"
LOJA,"CTT ARRUDA DOS VINHOS",2631-909,"ARRUDA DOS VINHOS"
LOJA,"CTT RIO DE MOURO",2636-901,"RIO DE MOURO"
LOJA,"CTT RIO DE MOURO",2636-902,"RIO DE MOURO"
LOJA,"CTT RIO DE MOURO",2636-903,"RIO DE MOURO"
LOJA,"CTT RIO DE MOURO",2636-904,"RIO DE MOURO"
LOJA,"CTT MAFRA",2641-909,MAFRA
LOJA,"CTT ALCABIDECHE",2646-901,ALCABIDECHE
LOJA,"CTT COLINA DO SOL (AMADORA)",2651-801,AMADORA
LOJA,"CTT ERICEIRA",2656-909,ERICEIRA
LOJA,"CTT SANTO ANTÓNIO DOS CAVALEIROS",2661-901,"SANTO ANTÓNIO CAVALEIROS"
CDP,"2670 LOURES",2661-902,"SANTO ANTÃO DO TOJAL"
PC,"LIVRAMENTO (MALVEIRA)",2669-907,AZUEIRA
LOJA,"CTT VENDA DO PINHEIRO",2669-908,"VENDA DO PINHEIRO"
LOJA,"CTT MALVEIRA",2669-909,MALVEIRA
PC,BUCELAS,2671-601,BUCELAS
LOJA,"CTT LOURES",2671-901,LOURES
LOJA,"CTT LOURES",2671-951,LOURES
LOJA,"CTT HERÓIS DE CHAIMITE (ODIVELAS)",2676-801,ODIVELAS
LOJA,"CTT HERÓIS DE CHAIMITE (ODIVELAS)",2676-802,ODIVELAS
LOJA,"CTT ODIVELAS",2676-901,ODIVELAS
LOJA,"CTT ODIVELAS",2676-951,ODIVELAS
LOJA,"CTT ODIVELAS",2676-953,ODIVELAS
PC,CAMARATE,2681-901,CAMARATE
LOJA,"CTT PRIOR VELHO",2686-401,"PRIOR VELHO"
LOJA,"CTT PRIOR VELHO",2686-402,"PRIOR VELHO"
LOJA,"CTT PRIOR VELHO",2686-403,"PRIOR VELHO"
LOJA,"CTT PRIOR VELHO",2686-451,"PRIOR VELHO"
LOJA,"CTT PORTELA",2686-601,"PORTELA LRS"
LOJA,"CTT SACAVÉM",2686-951,SACAVÉM
LOJA,"CTT SACAVÉM",2686-952,SACAVÉM
LOJA,"CTT SACAVÉM",2686-953,SACAVÉM
LOJA,"CTT SACAVÉM",2686-955,SACAVÉM
LOJA,"CTT SACAVÉM",2686-997,SACAVÉM
LOJA,"CTT SANTA IRIA DE AZÓIA",2691-651,"SANTA IRIA DE AZÓIA"
LOJA,"CTT SANTA IRIA DE AZÓIA",2691-901,"SANTA IRIA DE AZÓIA"
LOJA,"CTT S JOÃO DA TALHA",2696-801,"SÃO JOÃO DA TALHA"
LOJA,"CTT BOBADELA (LOURES)",2696-901,"BOBADELA LRS"
LOJA,"CTT CASAL DE SÃO BRÁS",2701-501,AMADORA
LOJA,"CTT BAIRRO NOVO (AMADORA)",2701-801,AMADORA
LOJA,"CTT BAIRRO NOVO (AMADORA)",2701-852,AMADORA
LOJA,"CTT AMADORA",2701-901,AMADORA
LOJA,"CTT AMADORA",2701-902,AMADORA
LOJA,"CTT AMADORA",2701-903,AMADORA
LOJA,"CTT AMADORA",2701-904,AMADORA
LOJA,"CTT AMADORA",2701-905,AMADORA
LOJA,"CTT AMADORA",2701-956,AMADORA
PC,"S JOÃO DAS LAMPAS",2706-851,"SÃO JOÃO DAS LAMPAS"
PC,"PRAIA DAS MAÇÃS",2706-907,COLARES
PC,"S JOÃO DAS LAMPAS",2706-908,"SÃO JOÃO DAS LAMPAS"
PC,COLARES,2706-909,COLARES
LOJA,"CTT VILA (SINTRA)",2711-801,SINTRA
LOJA,"CTT SINTRA",2711-901,SINTRA
LOJA,"CTT SINTRA",2711-901,SINTRA
LOJA,"CTT SINTRA",2711-948,SINTRA
LOJA,"CTT SINTRA",2711-949,SINTRA
LOJA,"CTT SINTRA",2711-951,SINTRA
LOJA,"CTT PERO PINHEIRO",2716-901,"PERO PINHEIRO"
PC,SABUGO,2716-902,"ALMARGEM DO BISPO"
PC,SABUGO,2716-912,"ALMARGEM DO BISPO"
LOJA,"CTT PERO PINHEIRO",2716-921,"PERO PINHEIRO"
LOJA,"CTT PERO PINHEIRO",2716-922,"PERO PINHEIRO"
LOJA,"CTT PERO PINHEIRO",2716-923,"PERO PINHEIRO"
LOJA,"CTT PERO PINHEIRO",2716-924,"PERO PINHEIRO"
LOJA,"CTT PERO PINHEIRO",2716-925,"PERO PINHEIRO"
LOJA,"CTT DAMAIA",2721-901,AMADORA
LOJA,"CTT DAMAIA",2721-902,AMADORA
LOJA,"CTT DAMAIA",2721-903,AMADORA
LOJA,"CTT DAMAIA",2721-904,AMADORA
LOJA,"CTT DAMAIA",2721-905,AMADORA
LOJA,"CTT DAMAIA",2721-906,AMADORA
LOJA,"CTT DAMAIA",2721-907,AMADORA
LOJA,"CTT DAMAIA",2721-908,AMADORA
LOJA,"CTT DAMAIA",2721-909,AMADORA
LOJA,"CTT DAMAIA",2721-910,AMADORA
LOJA,"CTT DAMAIA",2721-911,AMADORA
LOJA,"CTT DAMAIA",2721-912,AMADORA
LOJA,"CTT ALGUEIRÃO",2726-701,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-901,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-902,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-911,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-912,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-913,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-914,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-915,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-917,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-918,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-919,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-920,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-922,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-932,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-933,"MEM MARTINS"
LOJA,"CTT MEM MARTINS",2726-941,"MEM MARTINS"
LOJA,"CTT BARCARENA",2731-901,BARCARENA
LOJA,"CTT AGUALVA-CACÉM",2736-601,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-901,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-902,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-903,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-904,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-954,AGUALVA-CACÉM
LOJA,"CTT CACÉM",2736-955,AGUALVA-CACÉM
LOJA,"CTT PORTO SALVO",2741-852,"PORTO SALVO"
LOJA,"CTT PORTO SALVO",2741-853,"PORTO SALVO"
LOJA,"CTT PORTO SALVO",2741-854,"PORTO SALVO"
LOJA,"CTT PORTO SALVO",2741-901,"PORTO SALVO"
LOJA,"CTT PORTO SALVO",2741-951,"PORTO SALVO"
LOJA,"CTT MIGUEL BOMBARDA (QUELUZ)",2746-501,QUELUZ
LOJA,"CTT MASSAMÁ",2746-801,QUELUZ
LOJA,"CTT QUELUZ",2746-901,QUELUZ
LOJA,"CTT QUELUZ",2746-902,QUELUZ
LOJA,"CTT QUELUZ",2746-903,QUELUZ
LOJA,"CTT QUELUZ",2746-904,QUELUZ
LOJA,"CTT QUELUZ",2746-952,QUELUZ
LOJA,"CTT QUELUZ",2746-954,QUELUZ
LOJA,"CTT QUELUZ",2746-955,QUELUZ
LOJA,"CTT QUELUZ",2746-956,QUELUZ
LOJA,"CTT CASCAIS",2751-701,CASCAIS
LOJA,"CTT CASCAIS",2751-702,CASCAIS
LOJA,"CTT CASCAIS",2751-703,CASCAIS
LOJA,"CTT CASCAIS",2751-704,CASCAIS
LOJA,"CTT CASCAIS",2751-705,CASCAIS
LOJA,"CTT CASCAIS",2751-706,CASCAIS
LOJA,"CTT MARGINAL (CASCAIS)",2751-801,CASCAIS
LOJA,"CTT CASCAIS II",2751-901,CASCAIS
LOJA,"CTT CASCAIS II",2751-902,CASCAIS
LOJA,"CTT CASCAIS II",2751-903,CASCAIS
LOJA,"CTT CASCAIS II",2751-904,CASCAIS
LOJA,"CTT CASCAIS II",2751-905,CASCAIS
LOJA,"CTT CASCAIS II",2751-906,CASCAIS
LOJA,"CTT CASCAIS II",2751-951,CASCAIS
LOJA,"CTT CASCAIS II",2751-952,CASCAIS
LOJA,"CTT CASCAIS II",2751-954,CASCAIS
PC,"PINCEL D'ARTE",2761-901,CAXIAS
LOJA,"CTT S PEDRO DO ESTORIL",2766-501,ESTORIL
LOJA,"CTT S JOÃO DO ESTORIL",2766-601,ESTORIL
LOJA,"CTT S JOÃO DO ESTORIL",2766-651,ESTORIL
LOJA,"CTT ESTORIL",2766-901,ESTORIL
LOJA,"CTT ESTORIL",2766-902,ESTORIL
LOJA,"CTT ESTORIL",2766-903,ESTORIL
LOJA,"CTT ESTORIL",2766-904,ESTORIL
LOJA,"CTT ESTORIL",2766-905,ESTORIL
LOJA,"CTT ESTORIL",2766-955,ESTORIL
LOJA,"CTT ESTORIL",2766-956,ESTORIL
LOJA,"CTT PAÇO DE ARCOS",2771-901,"PAÇO DE ARCOS"
LOJA,"CTT PAREDE",2776-801,PAREDE
LOJA,"CTT REBELVA (CARCAVELOS)",2776-901,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-902,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-903,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-904,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-905,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-906,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-931,CARCAVELOS
LOJA,"CTT REBELVA (CARCAVELOS)",2776-953,CARCAVELOS
LOJA,"CTT OEIRAS",2781-901,OEIRAS
LOJA,"CTT OEIRAS",2781-902,OEIRAS
LOJA,"CTT ABÓBODA",2786-852,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-853,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-854,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-856,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-857,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-858,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-859,"SÃO DOMINGOS DE RANA"
LOJA,"CTT ABÓBODA",2786-901,"SÃO DOMINGOS DE RANA"
BEC,CARNAXIDE,2791-701,CARNAXIDE
LOJA,"CTT QUEIJAS",2791-801,QUEIJAS
LOJA,"CTT CARNAXIDE",2791-901,CARNAXIDE
LOJA,"CTT LINDA A VELHA",2796-901,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-902,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-903,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-904,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-911,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-912,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-913,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-951,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-953,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-957,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-958,"LINDA A VELHA"
LOJA,"CTT LINDA A VELHA",2796-959,"LINDA A VELHA"
LOJA,"CTT PRAGAL",2801-601,ALMADA
LOJA,"CTT PRAGAL",2801-651,ALMADA
LOJA,"CTT PRAGAL",2801-652,ALMADA
LOJA,"CTT PRAÇA (ALMADA)",2801-801,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-801,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-802,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-803,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-804,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-805,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-806,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-807,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-808,ALMADA
LOJA,"CTT COVA DA PIEDADE",2806-809,ALMADA
PC,ALFEITE,2811-501,ALMADA
LOJA,"CTT LARANJEIRO",2811-601,ALMADA
LOJA,"CTT CHARNECA DA CAPARICA",2821-901,"CHARNECA DA CAPARICA"
LOJA,"CTT CHARNECA DA CAPARICA",2821-951,"CHARNECA DA CAPARICA"
PC,TRAFARIA,2826-601,TRAFARIA
PC,"MONTE DE CAPARICA",2826-801,CAPARICA
LOJA,"CTT COSTA DE CAPARICA",2826-901,"COSTA DE CAPARICA"
LOJA,"CTT COSTA DE CAPARICA",2826-902,"COSTA DE CAPARICA"
LOJA,"CTT COSTA DE CAPARICA",2826-903,"COSTA DE CAPARICA"
LOJA,"CTT COSTA DE CAPARICA",2826-904,"COSTA DE CAPARICA"
LOJA,"CTT BARREIRO",2831-904,BARREIRO
PC,COINA,2831-906,COINA
LOJA,"CTT BARREIRO",2831-907,BARREIRO
LOJA,"CTT QUINTA DA LOMBA",2831-908,BARREIRO
LOJA,"CTT BARREIRO",2831-909,BARREIRO
LOJA,"CTT BAIXA DA BANHEIRA",2836-907,"BAIXA DA BANHEIRA"
PC,"ETIKA LAVRADIO",2836-908,LAVRADIO
LOJA,"CTT BAIXA DA BANHEIRA",2836-909,"BAIXA DA BANHEIRA"
LOJA,"CTT SEIXAL",2841-905,SEIXAL
LOJA,"CTT TORRE DA MARINHA",2841-908,SEIXAL
LOJA,"CTT PAIVAS",2846-907,AMORA
LOJA,"CTT PAIVAS",2846-909,AMORA
LOJA,"CTT SANTA MARTA DO PINHAL",2856-908,CORROIOS
LOJA,"CTT CORROIOS",2856-909,CORROIOS
CDP,"2835 BAIXA DA BANHEIRA",2861-907,"ALHOS VEDROS"
LOJA,"CTT ALHOS VEDROS",2861-908,"ALHOS VEDROS"
LOJA,"CTT MOITA",2861-909,MOITA
LOJA,"CTT FERNÃO FERRO",2866-909,"FERNÃO FERRO"
LOJA,"CTT S PEDRO (MONTIJO)",2871-908,MONTIJO
LOJA,"CTT MONTIJO",2871-909,MONTIJO
LOJA,"CTT ALCOCHETE",2891-909,ALCOCHETE
LOJA,"CTT ALCOCHETE",2891-952,ALCOCHETE
LOJA,"CTT ALCOCHETE",2891-953,ALCOCHETE
LOJA,"CTT ALCOCHETE",2891-954,ALCOCHETE
LOJA,"CTT NOSSA SENHORA DA ANUNCIADA (SETÚBAL)",2901-601,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-852,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-858,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-860,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-861,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-862,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-864,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-866,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-901,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-902,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-952,SETÚBAL
LOJA,"CTT BONFIM (SETÚBAL)",2901-953,SETÚBAL
LOJA,"CTT MONTE BELO (SETÚBAL)",2911-801,SETÚBAL
LOJA,"CTT MONTE BELO (SETÚBAL)",2911-802,SETÚBAL
LOJA,"CTT MONTE BELO (SETÚBAL)",2911-803,SETÚBAL
LOJA,"CTT MONTE BELO (SETÚBAL)",2911-851,SETÚBAL
LOJA,"CTT MONTE BELO (SETÚBAL)",2911-852,SETÚBAL
LOJA,"CTT NOSSA SENHORA DA CONCEIÇÃO (SETÚBAL)",2911-901,SETÚBAL
LOJA,"CTT NOSSA SENHORA DA CONCEIÇÃO (SETÚBAL)",2911-951,SETÚBAL
LOJA,"CTT AZEITÃO",2926-901,AZEITÃO
LOJA,"CTT AZEITÃO",2926-951,AZEITÃO
LOJA,"CTT AZEITÃO",2926-952,AZEITÃO
CDP,"2950 PALMELA",2951-801,PALMELA
